273.252, 130.996, 8.436,  9.100 False
273.083, 130.996, 8.435,  9.120 False
272.914, 130.996, 8.434,  9.140 False
272.746, 130.996, 8.433,  9.160 False
272.577, 130.995, 8.431,  9.180 False
272.409, 130.995, 8.430,  9.200 False
272.240, 130.994, 8.429,  9.220 False
272.071, 130.994, 8.428,  9.240 False
271.903, 130.994, 8.427,  9.260 False
271.734, 130.993, 8.425,  9.280 False
271.566, 130.992, 8.424,  9.300 False
271.397, 130.991, 8.423,  9.320 False
271.229, 130.990, 8.422,  9.340 False
271.061, 130.990, 8.421,  9.360 False
270.892, 130.988, 8.419,  9.380 False
270.724, 130.987, 8.418,  9.400 False
270.555, 130.986, 8.417,  9.420 False
270.387, 130.984, 8.416,  9.440 False
270.219, 130.983, 8.415,  9.460 False
270.051, 130.981, 8.414,  9.480 False
269.882, 130.980, 8.413,  9.500 False
269.714, 130.978, 8.411,  9.520 False
269.546, 130.976, 8.410,  9.540 False
269.378, 130.974, 8.409,  9.560 False
269.210, 130.971, 8.408,  9.580 False
269.042, 130.969, 8.407,  9.600 False
268.873, 130.967, 8.406,  9.620 False
268.705, 130.965, 8.405,  9.640 False
268.537, 130.962, 8.404,  9.660 False
268.369, 130.960, 8.403,  9.680 False
268.201, 130.957, 8.402,  9.700 False
268.033, 130.955, 8.401,  9.720 False
267.865, 130.952, 8.400,  9.740 False
267.697, 130.949, 8.399,  9.760 False
267.529, 130.946, 8.398,  9.780 False
267.361, 130.943, 8.397,  9.800 False
267.193, 130.940, 8.396,  9.820 False
267.026, 130.937, 8.395,  9.840 False
266.858, 130.933, 8.395,  9.860 False
266.690, 130.930, 8.394,  9.880 False
266.522, 130.926, 8.393,  9.900 False
266.354, 130.922, 8.392,  9.920 False
266.186, 130.919, 8.391,  9.940 False
266.019, 130.915, 8.390,  9.960 False
265.851, 130.911, 8.389,  9.980 False
265.683, 130.907, 8.388, 10.000 False
265.516, 130.903, 8.388, 10.020 False
265.348, 130.899, 8.387, 10.040 False
265.180, 130.894, 8.386, 10.060 False
265.013, 130.890, 8.385, 10.080 False
264.845, 130.886, 8.385, 10.100 False
264.677, 130.881, 8.384, 10.120 False
264.510, 130.877, 8.383, 10.140 False
264.342, 130.872, 8.382, 10.160 False
264.175, 130.868, 8.381, 10.180 False
264.007, 130.863, 8.381, 10.200 False
263.839, 130.858, 8.380, 10.220 False
263.672, 130.853, 8.379, 10.240 False
263.504, 130.848, 8.379, 10.260 False
263.337, 130.843, 8.378, 10.280 False
263.169, 130.837, 8.377, 10.300 False
263.002, 130.832, 8.377, 10.320 False
262.835, 130.827, 8.376, 10.340 False
262.667, 130.821, 8.375, 10.360 False
262.500, 130.816, 8.375, 10.380 False
262.332, 130.811, 8.374, 10.400 False
262.165, 130.805, 8.374, 10.420 False
261.998, 130.800, 8.373, 10.440 False
261.830, 130.794, 8.372, 10.460 False
261.663, 130.789, 8.372, 10.480 False
261.496, 130.783, 8.371, 10.500 False
261.328, 130.777, 8.371, 10.520 False
261.161, 130.772, 8.370, 10.540 False
260.994, 130.766, 8.370, 10.560 False
260.826, 130.760, 8.369, 10.580 False
260.659, 130.753, 8.368, 10.600 False
260.492, 130.747, 8.368, 10.620 False
260.325, 130.741, 8.367, 10.640 False
260.157, 130.735, 8.367, 10.660 False
259.990, 130.729, 8.366, 10.680 False
259.823, 130.722, 8.366, 10.700 False
259.656, 130.716, 8.365, 10.720 False
259.489, 130.710, 8.365, 10.740 False
259.322, 130.703, 8.364, 10.760 False
259.154, 130.697, 8.364, 10.780 False
258.987, 130.690, 8.363, 10.800 False
258.820, 130.684, 8.363, 10.820 False
258.653, 130.677, 8.362, 10.840 False
258.486, 130.671, 8.362, 10.860 False
258.319, 130.664, 8.362, 10.880 False
258.152, 130.658, 8.361, 10.900 False
257.985, 130.651, 8.361, 10.920 False
257.818, 130.644, 8.360, 10.940 False
257.650, 130.638, 8.360, 10.960 False
257.483, 130.631, 8.359, 10.980 False
257.316, 130.624, 8.359, 11.000 False
257.149, 130.617, 8.359, 11.020 False
256.982, 130.610, 8.358, 11.040 False
256.815, 130.604, 8.358, 11.060 False
256.648, 130.597, 8.358, 11.080 False
256.481, 130.590, 8.357, 11.100 False
256.314, 130.583, 8.357, 11.120 False
256.147, 130.576, 8.356, 11.140 False
255.980, 130.569, 8.356, 11.160 False
255.813, 130.562, 8.356, 11.180 False
255.646, 130.555, 8.355, 11.200 False
255.479, 130.548, 8.355, 11.220 False
255.312, 130.541, 8.355, 11.240 False
255.146, 130.534, 8.354, 11.260 False
254.979, 130.526, 8.354, 11.280 False
254.812, 130.519, 8.354, 11.300 False
254.645, 130.512, 8.353, 11.320 False
254.478, 130.504, 8.353, 11.340 False
254.311, 130.497, 8.353, 11.360 False
254.144, 130.490, 8.352, 11.380 False
253.977, 130.482, 8.352, 11.400 False
253.810, 130.475, 8.352, 11.420 False
253.643, 130.468, 8.352, 11.440 False
253.477, 130.460, 8.351, 11.460 False
253.310, 130.453, 8.351, 11.480 False
253.143, 130.445, 8.351, 11.500 False
252.976, 130.438, 8.350, 11.520 False
252.809, 130.430, 8.350, 11.540 False
252.642, 130.423, 8.350, 11.560 False
252.476, 130.415, 8.350, 11.580 False
252.309, 130.408, 8.349, 11.600 False
252.142, 130.400, 8.349, 11.620 False
251.975, 130.393, 8.349, 11.640 False
251.808, 130.385, 8.349, 11.660 False
251.642, 130.378, 8.348, 11.680 False
251.475, 130.370, 8.348, 11.700 False
251.308, 130.363, 8.348, 11.720 False
251.141, 130.355, 8.348, 11.740 False
250.974, 130.347, 8.347, 11.760 False
